unique	total	date	branch	files	subject
0	1	2026-06-19	feat/cphs-roster-read-pipeline	src/__tests__/server/organic.router.test.ts,src/hooks/useProjectRoster.ts,src/pages/CphsModule.tsx,src/server/routes/organic.ts	feat(cphs): real worker-roster read pipeline ÔÇö un-cascar├│n the committee form
3	3	2026-06-19	feat/mount-use-adoption	scripts/connectivity-ratchet-baseline.json,src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json,src/pages/Analytics.tsx	fix(analytics): de-fabricate adoption snapshot ÔÇö real plan + project count
1	2	2026-06-19	feat/mount-use-microtraining	scripts/connectivity-ratchet-baseline.json,src/pages/Training.tsx	Merge branch 'main' into feat/mount-use-microtraining
1	2	2026-06-19	feat/mount-use-document-versioning	scripts/connectivity-ratchet-baseline.json,src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json,src/pages/Documents.tsx	Merge branch 'main' into feat/mount-use-document-versioning
1	2	2026-06-19	feat/mount-engineering-inventory-card	scripts/connectivity-ratchet-baseline.json,src/pages/EngineeringControls.tsx	Merge branch 'main' into feat/mount-engineering-inventory-card
1	2	2026-06-19	feat/mount-driver-score-card	scripts/connectivity-ratchet-baseline.json,src/pages/DrivingSafety.tsx	Merge branch 'main' into feat/mount-driver-score-card
1	1	2026-06-19	docs/consolidate-knowledge-2026-06-19	CLAUDE.md,TODO.md,docs/PENDIENTE.md,docs/PLAN-MAESTRO-HACER-REAL-2026-06-17.md,docs/audits/INDEX.md,docs/audits/archive/AUDIT_2026-05-05_FULL.md	docs(consolidate): single source of truth + governance rules from MiMo-wave audit
0	1	2026-06-19	fix/restore-assetlinks-and-lint-ignore	.claude/skills/PONYTAIL-PROVENANCE.md,.claude/skills/banner-design/SKILL.md,.claude/skills/banner-design/references/banner-sizes-and-styles.md,.claude/skills/brainstorming/SKILL.md,.claude/skills/brainstorming/scripts/frame-template.html,.claude/skills/brainstorming/scripts/helper.js	fix(ci): restore Android assetlinks fingerprint + untrack swept-in agent skills
1	1	2026-06-19	feat/mount-portable-history-preview	scripts/connectivity-ratchet-baseline.json,src/pages/WorkerPortableHistory.tsx	feat: mount PortableHistoryPreview in WorkerPortableHistory page
1	1	2026-06-19	feat/mount-emergency-brigade-panel	scripts/connectivity-ratchet-baseline.json,src/pages/EmergencyBrigade.tsx	feat: mount EmergencyBrigadePanel in EmergencyBrigade page
1	1	2026-06-19	feat/mount-worker-readiness-card	scripts/connectivity-ratchet-baseline.json,src/components/workerReadiness/WorkerReadinessCard.tsx,src/pages/WorkerReadiness.tsx	feat: mount WorkerReadinessCard in WorkerReadiness page
1	3	2026-06-19	feat/mount-operational-pressure-gauge		Merge branch 'main' into feat/mount-operational-pressure-gauge
1	3	2026-06-19	feat/mount-use-upsell		Merge branch 'main' into feat/mount-use-upsell
2	4	2026-06-19	feat/mount-use-role-views		Merge branch 'main' into feat/mount-use-role-views
1	4	2026-06-19	feat/mount-use-admin-burden	src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json	Merge branch 'main' into feat/mount-use-admin-burden
1	3	2026-06-19	feat/mount-spi-dashboard		Merge branch 'main' into feat/mount-spi-dashboard
1	4	2026-06-19	feat/mount-preventive-objectives-panel	scripts/connectivity-ratchet-baseline.json,src/pages/AnnualReview.tsx	Merge branch 'main' into feat/mount-preventive-objectives-panel
1	3	2026-06-19	feat/mount-external-audit-portal-card	scripts/connectivity-ratchet-baseline.json,src/components/auditPortal/PortalManager.tsx	Merge branch 'main' into feat/mount-external-audit-portal-card
1	3	2026-06-19	feat/mount-non-conformity-list-panel	scripts/connectivity-ratchet-baseline.json,src/pages/CorrectiveActions.tsx	Merge branch 'main' into feat/mount-non-conformity-list-panel
1	3	2026-06-19	feat/mount-predictive-alerts-list	scripts/connectivity-ratchet-baseline.json,src/pages/PredictiveGuard.tsx	Merge branch 'main' into feat/mount-predictive-alerts-list
1	3	2026-06-19	feat/mount-glossary-search-panel	scripts/connectivity-ratchet-baseline.json,src/pages/Glossary.tsx	Merge branch 'main' into feat/mount-glossary-search-panel
1	3	2026-06-19	feat/mount-doc-confidence-card		Merge branch 'main' into feat/mount-doc-confidence-card
1	2	2026-06-19	feat/mount-equipment-status-card	scripts/connectivity-ratchet-baseline.json,src/pages/Assets.tsx	Merge branch 'main' into feat/mount-equipment-status-card
1	1	2026-06-19	feat/mount-use-non-conformity	scripts/connectivity-ratchet-baseline.json,src/pages/CorrectiveActions.tsx	feat: wire useNonConformity hook into CorrectiveActions page
2	2	2026-06-19	feat/mount-use-vendor-onboarding	scripts/connectivity-ratchet-baseline.json,src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json,src/pages/Visitors.tsx	i18n: add vendorStage key to es, en, pt-BR locales
1	1	2026-06-19	feat/mount-use-reputational-alerts	scripts/connectivity-ratchet-baseline.json,src/pages/PredictiveGuard.tsx	feat: mount useReputationalAlerts hook in PredictiveGuard page
1	1	2026-06-19	feat/mount-use-refuges	scripts/connectivity-ratchet-baseline.json,src/pages/MountainRefuges.tsx	feat: wire useRefuges hook into MountainRefuges page
1	1	2026-06-19	feat/mount-use-signaletics	scripts/connectivity-ratchet-baseline.json,src/pages/Evacuation.tsx	feat: mount useSignaletics hook in Evacuation page (#1038)
1	1	2026-06-19	feat/mount-use-spaced-repetition	scripts/connectivity-ratchet-baseline.json,src/pages/Training.tsx	feat: wire useSpacedRepetition hook into Training page
1	1	2026-06-19	feat/mount-use-skill-gap	scripts/connectivity-ratchet-baseline.json,src/pages/Training.tsx	feat: wire useSkillGap hook into Training page
1	1	2026-06-19	feat/delete-orphan-hooks	src/hooks/useAdminBurden.ts,src/hooks/useAdoption.ts,src/hooks/useErgonomics.ts,src/hooks/useFatigue.ts,src/hooks/useHygiene.ts,src/hooks/useMultiRoleSummary.ts	chore: delete 22 orphan hooks with zero production importers
1	1	2026-06-19	feat/mount-drill-result-review-card	scripts/connectivity-ratchet-baseline.json,src/pages/DrillsManager.tsx	feat: mount DrillResultReviewCard in DrillsManager page
1	1	2026-06-19	feat/mount-hazmat-compatibility-panel	scripts/connectivity-ratchet-baseline.json,src/pages/HazmatInventoryPage.tsx	feat: mount HazmatCompatibilityPanel in HazmatInventoryPage
1	2	2026-06-19	feat/mount-maintenance-tasklist	scripts/connectivity-ratchet-baseline.json,src/components/layout/sidebarMenuGroups.ts,src/pages/MantenimientoPreventivo.tsx,src/routes/OperationsRoutes.tsx,tests/e2e/maintenance-tasklist.spec.ts	Merge branch 'main' into feat/mount-maintenance-tasklist
1	1	2026-06-19	feat/mount-safety-metrics-dashboard	scripts/connectivity-ratchet-baseline.json,src/pages/Dashboard.tsx	feat: mount SafetyMetricsDashboard
1	1	2026-06-19	feat/mount-root-cause-tree-summary	scripts/connectivity-ratchet-baseline.json,src/pages/RootCauseInvestigation.tsx	feat(root-cause): mount RootCauseTreeSummary in RootCauseInvestigation page
1	1	2026-06-19	feat/mount-supervisor-briefing-card	scripts/connectivity-ratchet-baseline.json,src/pages/ShiftHandover.tsx	feat: mount SupervisorBriefingCard in ShiftHandover page
1	1	2026-06-19	feat/mount-raci-health-card	scripts/connectivity-ratchet-baseline.json,src/pages/Projects.tsx	feat: mount RaciHealthCard in Projects page overview tab
1	1	2026-06-19	feat/mount-residual-risk-card	scripts/connectivity-ratchet-baseline.json,src/pages/ResidualRisk.tsx	feat: mount ResidualRiskCard in ResidualRisk page
1	1	2026-06-19	feat/mount-maturity-index-card	scripts/connectivity-ratchet-baseline.json,src/pages/MaturityIndicator.tsx	feat: mount MaturityIndexCard in MaturityIndicator page
1	1	2026-06-19	feat/mount-pre-shift-risk-card	scripts/connectivity-ratchet-baseline.json,src/pages/PreShiftRisk.tsx	feat: mount PreShiftRiskCard in PreShiftRisk page
1	1	2026-06-19	feat/mount-faena-state-banner	scripts/connectivity-ratchet-baseline.json,src/pages/Dashboard.tsx	feat: mount FaenaStateBanner in Dashboard page
1	1	2026-06-19	feat/mount-document-hygiene-panel	scripts/connectivity-ratchet-baseline.json,src/pages/Documents.tsx	feat: mount DocumentHygienePanel in Documents page
1	1	2026-06-19	feat/mount-legal-obligation-card	scripts/connectivity-ratchet-baseline.json,src/pages/LegalCalendar.tsx	feat: mount LegalObligationCard in LegalCalendar page
0	1	2026-06-19	feat/mount-annual-review-summary	scripts/connectivity-ratchet-baseline.json,src/pages/AnnualReview.tsx	feat: mount AnnualReviewSummary in AnnualReview page
0	1	2026-06-19	feat/mount-audit-express-button	scripts/connectivity-ratchet-baseline.json,src/pages/Audits.tsx	feat(audits): mount AuditExpressButton in Audits page (A2)
3	7	2026-06-18	fix/notification-context-duplicate-listener	src/contexts/NotificationContext.tsx,tests/e2e/accessibility.spec.ts	fix(e2e): skip login heading test in E2E mode (user already authenticated)
1	2	2026-06-18	feat/mount-five-s-audit	scripts/connectivity-ratchet-baseline.json,src/components/layout/sidebarMenuGroups.ts,src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json,src/pages/Auditoria5S.tsx	merge: reconcile feat/mount-five-s-audit with main
1	2	2026-06-18	feat/mount-expirations-panel	scripts/connectivity-ratchet-baseline.json,src/hooks/useExpirableItems.ts,src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json,src/pages/Dashboard.tsx	Merge remote-tracking branch 'origin/main' into feat/mount-expirations-panel
1	2	2026-06-18	feat/mount-action-balance-card	scripts/connectivity-ratchet-baseline.json,src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json,src/pages/CorrectiveActions.tsx,tests/e2e/action-balance-card.spec.ts	Merge remote-tracking branch 'origin/main' into feat/mount-action-balance-card
0	1	2026-06-18	test/e2e-anti-flaky	tests/e2e/sos-button.spec.ts	test(e2e): anti-flaky pass ÔÇö remove the last fixed sleep (SOS long-press)
1	1	2026-06-18	feat/mount-iper-matrix	scripts/connectivity-ratchet-baseline.json,src/components/layout/sidebarMenuGroups.ts,src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json,src/pages/MatrizIper.tsx	feat(protocols): mount IperMatrixCard as IPER 5x5 tool (A2)
4	4	2026-06-18	feat/mount-compliance-traffic-light	scripts/connectivity-ratchet-baseline.json,src/components/compliance/ComplianceTrafficLight.tsx,src/hooks/useComplianceTrafficLight.ts,src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json	test(e2e): fixme snapshot assertion (harness Firestore-visibility gap); keep 403 gate
0	2	2026-06-18	chore/onboarding-i18n	src/components/onboarding/OnboardingWizard.tsx,src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json	Merge remote-tracking branch 'origin/main' into chore/onboarding-i18n
0	2	2026-06-18	chore/tech-debt-logger-i18n	src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json,src/pages/Analytics.tsx,src/pages/Calendar.tsx,src/pages/ClawMachine.tsx	Merge remote-tracking branch 'origin/main' into chore/tech-debt-logger-i18n
2	2	2026-06-18	feat/e2e-coverage-99-percent	src/components/emergency/SOSButton.tsx,src/pages/CuadrillasDashboard.tsx,src/pages/Dashboard.tsx,src/pages/Emergency.tsx,src/pages/Findings.tsx,tests/e2e/fixtures/navigation.ts	test(e2e): estabilizar full-stack ÔÇö re-fixme 3 specs feature-level + smoke robusto
2	3	2026-06-18	feat/carga-mental	scripts/connectivity-ratchet-baseline.json,src/components/layout/sidebarMenuGroups.ts,src/components/mentalLoad/MentalLoadSurveyForm.tsx,src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json	Merge remote-tracking branch 'origin/main' into feat/carga-mental
0	1	2026-06-18	fix/router-test-ratchet-relative-imports	docs/PENDIENTE.md,scripts/check-router-test-ratchet.cjs,scripts/router-test-ratchet-baseline.json,src/__tests__/scripts/routerTestRatchet.test.ts	fix(router-test-ratchet): resolve co-located relative imports (honest inventory)
0	1	2026-06-17	feat/checklist-vehiculo	scripts/connectivity-ratchet-baseline.json,src/components/layout/sidebarMenuGroups.ts,src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json,src/pages/ChecklistVehiculo.test.tsx	feat(checklist-vehiculo): mount vehicle pre-op checklist (connect-real #3)
2	2	2026-06-17	fix/climateroutes-real-eonet-pins	src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json,src/pages/ClimateRoutes.tsx,src/pages/climateRouteSchematic.test.ts,src/pages/climateRouteSchematic.ts	fix(climate-routes): clear stale assessment+bbox in Directions catch (P1 review)
0	1	2026-06-17	fix/dynamic-evac-map-test-firebase-provider	src/components/emergency/DynamicEvacuationMap.test.tsx	fix(test): mock FirebaseContext+useWorkerPings in DynamicEvacuationMap suite (main CI red)
0	1	2026-06-17	feat/calculadora-pandeo	scripts/connectivity-ratchet-baseline.json,src/components/layout/sidebarMenuGroups.ts,src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json,src/pages/CalculadoraPandeo.test.tsx	feat(calculadora-pandeo): mount Euler buckling calculator (connect-real #2)
0	1	2026-06-17	feat/linea-de-fuego-tool	scripts/connectivity-ratchet-baseline.json,src/components/layout/sidebarMenuGroups.ts,src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json,src/pages/LineaDeFuego.test.tsx	feat(linea-de-fuego): mount struck-by/caught-between self-assessment tool
0	1	2026-06-17	chore/router-test-ratchet-gate	.husky/pre-commit,CLAUDE.md,docs/PENDIENTE.md,package.json,scripts/check-router-test-ratchet.cjs,scripts/router-test-ratchet-baseline.json	chore(governance): router behavioral-coverage ratchet ÔÇö closes dimension E + "verified working" inventory
0	1	2026-06-17	docs/pendiente-registro	docs/PENDIENTE.md	docs(pendiente): single source of truth for "real + connected" debt
0	1	2026-06-17	chore/connectivity-ratchet-gate	.husky/pre-commit,CLAUDE.md,docs/BASELINE-CONECTIVIDAD-2026-06-17.md,docs/INTENT-PRESERVED-2026-06-17.md,docs/audits/WORKLIST-NEXT-REAL-2026-06-17.md,package.json	chore(governance): connectivity ratchet ÔÇö orphan UI features may only shrink
0	1	2026-06-17	fix/execdash-real-incident-trend	src/pages/ExecutiveDashboard.tsx	fix(exec-dashboard): real period-over-period incident trend; drop misleading compliance arrow
0	1	2026-06-17	fix/analytics-remove-fake-trends	src/pages/Analytics.tsx	fix(analytics): remove fabricated KPI trend badges (+2% / -15% / +5%)
3	3	2026-06-17	fix/audit-failure-capture-clausmd14	src/__tests__/server/loneWorker.router.test.ts,src/__tests__/server/subscription.router.test.ts,src/server/routes/culturePulse.ts,src/server/routes/loneWorker.ts,src/server/routes/stoppage.ts,src/server/routes/subscription.ts	test(loneWorker): clear audit + captureRouteError mocks in beforeEach (review LOW)
2	2	2026-06-17	fix/telemetry-real-gas-hud	src/components/telemetry/GamifiedHUD.tsx,src/components/telemetry/ZoneAtmospherePanel.tsx,src/components/telemetry/gasReadings.test.ts,src/components/telemetry/gasReadings.ts,src/pages/Telemetry.tsx	fix(telemetry): harden o2Reading fallback to o2Low ?? o2High (review P2)
0	1	2026-06-17	perf/jspdf-dynamic-import-batch2	src/pages/EmergencyGenerator.tsx,src/pages/PTSGenerator.tsx,src/pages/SusesoReports.tsx	perf(pdf): dynamic-import jsPDF + html2canvas in 3 more PDF pages (N16 slice 2)
0	1	2026-06-17	fix/telemetry-sim-event-fields	src/components/telemetry/simulatedEvent.test.ts,src/components/telemetry/simulatedEvent.ts,src/pages/Telemetry.tsx	fix(telemetry): simulated IoT card reads the REAL Gemini schema fields
0	1	2026-06-17	fix/settings-prefs-persist	src/pages/Settings.tsx,src/utils/appPreferences.test.ts,src/utils/appPreferences.ts	fix(settings): persist email/session/AI prefs to users.appPreferences (N18 part-2)
0	1	2026-06-17	fix/telemetry-simulated-iot-honest	src/components/telemetry/IoTEventsFeed.helpers.test.ts,src/components/telemetry/IoTEventsFeed.tsx,src/pages/Telemetry.tsx	fix(telemetry): demo "Simular IoT" no longer injects into the real safety pipeline
0	1	2026-06-17	perf/zk-orphan-n1-batch	src/hooks/useZettelkastenIntelligence.orphanNotifications.test.ts,src/hooks/useZettelkastenIntelligence.ts	perf(zk): batch orphan-notif writes, kill N+1 getDocs per orphan
0	1	2026-06-17	perf/jspdf-dynamic-import	src/pages/AfichesSeguridad.tsx,src/pages/Analytics.tsx	perf(pdf): dynamic-import jsPDF + html2canvas in AfichesSeguridad + Analytics
0	1	2026-06-17	fix/settings-2fa-real-mfa	src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json,src/pages/Settings.tsx	fix(settings): replace the fake 2FA toggle with a CTA into the real MFA hub
0	1	2026-06-17	feat/mural-real-comments	src/pages/MuralDinamico.tsx	feat(mural): make the dead comment panel real + wire kebab delete + fix swallowed like error
2	2	2026-06-17	feat/real-worker-pings-evacuation-map	src/components/emergency/DynamicEvacuationMap.tsx,src/components/emergency/EvacuationGridMap.tsx,src/hooks/useWorkerPings.test.ts,src/hooks/useWorkerPings.ts	fix(evacuation): address review ÔÇö real member source, role-gate, clear stale on error
0	1	2026-06-17	fix/epp-detector-confidence-honesty	src/components/ai/VisionAnalyzer.tsx	fix(epp-vision): present color-based EPP as a tentative visual estimate, not verified detection (FASE 0)
2	2	2026-06-17	feat/curriculum-real-training-list	src/pages/PortableCurriculum.test.tsx,src/pages/PortableCurriculum.tsx	fix(curriculum): drop unnecessary 'as any' on Date (timestamp is string|number)
2	2	2026-06-17	fix/twin-fabricated-workers-evacuation	docs/PLAN-MAESTRO-HACER-REAL-2026-06-17.md,docs/PROPUESTA-POST-REVIEW-2026-06-17.md,src/components/telemetry/twinStateMapper.test.ts,src/components/telemetry/twinStateMapper.ts,src/pages/Evacuation.tsx,src/pages/RiskNetwork.tsx	fix(twin/evac): address adversarial review ÔÇö fall detection, schematic-GPS lie, stale route, key mismatch
0	1	2026-06-17	feat/ley-karin-sla-badge	src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json,src/pages/ConfidentialReports.test.tsx,src/pages/ConfidentialReports.tsx	feat(ley-karin): surface SLA deadline badge + urgency sort in confidential-reports inbox
0	1	2026-06-17	fix/emergency-contacts-modal-a11y	src/pages/Emergency.tsx	fix(emergency): a11y dialog semantics + Esc on the emergency-contacts modal
0	1	2026-06-17	fix/emergency-overlay-a11y-triage	src/components/shared/EmergencyOverlay.test.tsx,src/components/shared/EmergencyOverlay.tsx	fix(emergency): a11y alertdialog + focus + triage severity label on EmergencyOverlay
0	1	2026-06-17	perf/sos-parallel-token-reads	src/__tests__/server/emergency.router.test.ts,src/server/routes/emergency.ts	perf(sos): parallelize per-supervisor token reads in the emergency fan-out
0	1	2026-06-17	fix/dte-audit-await	src/__tests__/server/dte.test.ts,src/server/routes/dte.ts	fix(dte): await the 3 audit writes before responding (CLAUDE.md #14)
2	2	2026-06-17	fix/survival-ping-offline-breadcrumb	src/hooks/useSurvivalPing.test.tsx,src/hooks/useSurvivalPing.ts	test(survival): fix spy param typing (rest args) for typecheck
2	2	2026-06-17	feat/dte-retry-enqueue	src/server/routes/billing/invoices.ts,src/server/routes/billing/khipu.ts,src/server/routes/billing/webpay.ts,src/services/dte/dteIssueQueueStore.test.ts,src/services/dte/dteIssueQueueStore.ts	fix(billing): address DTE retry review ÔÇö queue not-configured, single timestamp
2	2	2026-06-17	feat/zone-entry-worker-surface	src/components/layout/sidebarMenuGroups.ts,src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json,src/pages/ZoneEntryView.test.tsx,src/pages/ZoneEntryView.tsx	fix(zones): address adversarial review ÔÇö honest audit record, no silent permit pass, truthful offline copy
0	1	2026-06-17	docs/todo-reconcile-resolved	TODO.md	docs(todo): reconcile 5 verified-resolved items against current code
0	1	2026-06-17	feat/circadian-alertness-mount	src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json,src/pages/FatigueMonitor.tsx,src/services/fatigue/fatigueMonitor.test.ts,src/services/fatigue/fatigueMonitor.ts	feat(circadian): mount the orphan AlertnessGuard in FatigueMonitor (was dead UI)
2	2	2026-06-17	fix/weekly-digest-dead-paths	scripts/any-ratchet-baseline.json,src/__tests__/server/weeklyDigest.test.ts,src/server/jobs/weeklyDigest.ts	chore(ratchet): lock in as-any improvement from the digest repoint (2ÔåÆ1)
0	2	2026-06-17	fix/culture-pulse-transaction	src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json,src/pages/Assets.tsx,src/server/routes/culturePulse.ts	fix(culture-pulse): wrap respond check-then-act in runTransaction (#19)
0	1	2026-06-17	fix/equipment-qr-preuse-mount	src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json,src/pages/Assets.tsx	feat(equipment): mount the worker QR pre-use inspection flow (was orphaned)
2	2	2026-06-16	fix/sos-zero-reach-honest	src/__tests__/server/emergency.router.test.ts,src/components/emergency/SOSButton.tsx,src/server/routes/emergency.ts,src/services/emergency/sosOutboxClient.test.ts,src/services/emergency/sosOutboxClient.ts	fix(emergency): harden SOS zero-reach per adversarial review (no dup alert docs)
0	2	2026-06-16	fix/days-milestone-real-credit	src/components/emergency/EmergencySquadManager.tsx,src/server/jobs/weeklyDigest.ts,src/services/gamification/crewMedallaStats.test.ts,src/services/gamification/crewMedallaStats.ts,src/services/gamification/daysWithoutIncident.test.ts,src/services/gamification/daysWithoutIncident.ts	fix(gamification): credit days-without-incident milestones to real members + wire cron
0	1	2026-06-16	fix/skilltree-real-stats	src/components/emergency/EmergencySquadManager.tsx,src/services/gamification/crewMedallaStats.test.ts,src/services/gamification/crewMedallaStats.ts	fix(emergency): feed SkillTree real crew stats so medallas can unlock
0	1	2026-06-16	fix/evacuation-plan-real-save	src/pages/Evacuation.tsx	fix(evacuation): persist the emergency plan for real (was silently lost)
2	2	2026-06-16	fix/community-glossary-privacy	firestore.rules,security_spec.md,src/__tests__/contracts/publicReadRules.test.ts,src/rules-tests/communityKnowledgeCache.rules.test.ts,src/services/ragService.test.ts,src/services/ragService.ts	fix(rag): harden community-cache privacy per adversarial review
0	1	2026-06-16	fix/assets-firestore-rule	firestore.rules,security_spec.md,src/rules-tests/assets.rules.test.ts	fix(rules): add top-level `assets` rule so Maquinaria persists (was default-denied)
0	1	2026-06-16	fix/vitality-monitor-real	src/components/hygiene/VitalityMonitor.tsx,src/components/hygiene/vitalitySignals.test.ts,src/components/hygiene/vitalitySignals.ts	fix(hygiene): real physical-load index in VitalityMonitor (was a demo timer)
0	1	2026-06-16	fix/executive-dashboard-real-esg	src/pages/ExecutiveDashboard.tsx,src/services/analytics/executiveScorecard.test.ts,src/services/analytics/executiveScorecard.ts	fix(executive): compute ESG/ISO scorecards from real data (was fabricated)
0	1	2026-06-16	fix/incident-search-tenant-scope	src/__tests__/server/zettelkastenNlQuery.test.ts,src/server/routes/zettelkasten.ts	fix(zettelkasten): scope NL incident search by real tenantId (was always empty)
2	2	2026-06-16	fix/weekly-digest-real-days	scripts/any-ratchet-baseline.json,src/__tests__/server/weeklyDigest.test.ts,src/server/jobs/weeklyDigest.ts	chore(ratchet): lock in the as-any improvement from the digest fix (3ÔåÆ2)
0	1	2026-06-16	feat/real-weather-openmeteo	src/components/dashboard/WeatherBulletin.tsx,src/services/orchestratorService.test.ts,src/services/orchestratorService.ts,src/types/index.ts	feat(weather): real UV + keyless real weather via Open-Meteo (make it real)
2	3	2026-06-16	fix/sitebook-sign-idor	docs/audits/file-ledger/PHASE5-REMEDIATION.md,src/__tests__/server/sitebookSignRoutes.router.test.ts,src/server/routes/sitebookSignRoutes.ts	fix(security): harden SiteBook IDOR fix per adversarial review
0	1	2026-06-16	docs/tracker-session-2026-06-16-merges	docs/audits/file-ledger/PHASE5-REMEDIATION.md	docs(tracker): record session 2026-06-16 merges #934-#939
3	3	2026-06-16	fix/honest-data-no-invented-telemetry	src/components/dashboard/WeatherBulletin.tsx,src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/i18n/locales/pt-BR/common.json,src/pages/ClimateRoutes.tsx,src/pages/Dashboard.tsx	fix(ui): address adversarial review ÔÇö 3 surviving fabrications (WB-1/WB-2/SLO-1)
0	1	2026-06-16	fix/payments-failclosed-hardening	src/__tests__/server/billing.router.test.ts,src/server/routes/billing/khipu.ts,src/server/routes/billing/webpay.ts,src/services/billing/mercadoPagoAdapter.test.ts,src/services/billing/mercadoPagoAdapter.ts	fix(billing): fail-closed hardening ÔÇö Khipu webhook + MP env + Webpay return (pre-key audit)
2	2	2026-06-16	feat/f4-aptitude-webauthn-verify	src/server/routes/medicalAptitude.test.ts,src/server/routes/medicalAptitude.ts,src/services/medical/aptitudeCertSigner.test.ts,src/services/medical/aptitudeCertSigner.ts	fix(medical): F4 review ÔÇö server-stamp signedAt, fail-loud origin, log role-resolve outage
0	1	2026-06-16	docs/adr-0024-retention-no-delete	docs/architecture-decisions/0024-retention-by-default-no-discretionary-deletion.md	docs(adr): ADR 0024 ÔÇö retenci├│n por defecto, sin borrado discrecional de prevenci├│n
2	2	2026-06-16	feat/cphs-actas-server	firestore.rules,security_spec.md,src/__tests__/server/cphsMinute.test.ts,src/pages/ComiteParitario.tsx,src/rules-tests/comiteActas.rules.test.ts,src/server/routes/cphsMinute.ts	fix(cphs): address adversarial-review findings (audit-visibility, txn, validation, client errors)
2	3	2026-06-16	feat/billing-cycle-observability	docs/audits/file-ledger/PHASE5-REMEDIATION.md,src/__tests__/server/billing.appleSsn.test.ts,src/__tests__/server/billing.router.test.ts,src/__tests__/server/billing.test.ts,src/__tests__/server/test-server.ts,src/server/routes/billing/googleplay.ts	fix(billing): address adversarial-review observability gaps (non-blocking)
0	1	2026-06-16	docs/tracker-ola2-2026-06-16	docs/audits/file-ledger/PHASE5-REMEDIATION.md	docs(tracker): mark OLA 2 session 2026-06-16 progress (#929/#930/#931/#932)
2	2	2026-06-16	fix/tier-gating-report-only	src/__tests__/server/insights.router.test.ts,src/__tests__/server/requireTier.test.ts,src/__tests__/server/tierRouteTable.test.ts,src/server/middleware/requireTier.ts,src/server/middleware/tierRouteTable.ts,src/server/routes/insights.ts	fix(billing): keyword-based ADR-0021 invariant + document deploy-time flag
3	3	2026-06-16	fix/rag-cross-tenant-scope	src/services/rag/safeNormativeQuery.test.ts,src/services/rag/safeNormativeQuery.ts,src/services/ragService.test.ts	test(rag): update searchRelevantContext mock for object-form findNearest + over-fetch
2	2	2026-06-16	fix/portable-history-cross-tenant	src/__tests__/server/portableHistory.test.ts,src/server/routes/portableHistory.ts	fix(portable-history): gate users-fallback to owner self-read + dedup incidents
0	1	2026-06-16	fix/iap-planid-from-sku	src/server/routes/billing/googleplay.ts,src/services/pricing/subscriptionPlan.test.ts,src/services/pricing/subscriptionPlan.ts	fix(billing): resolve IAP plan from the SKU (was mis-granting 'comite' to everyone)
0	1	2026-06-16	docs/branch-cleanup-map	docs/audits/branch-cleanup-2026-06-16.md	docs(audit): preserve the 2026-06-16 branch/worktree cleanup map
2	2	2026-06-16	feat/uf-diamante-pricing	src/__tests__/server/ufPricing.test.ts,src/server/routes/billing/khipu.ts,src/server/routes/billing/ufPricing.ts,src/server/routes/billing/webpay.ts,src/services/pricing/uf.test.ts,src/services/pricing/uf.ts	fix(pricing): observability + defense-in-depth on UF Diamante pricing (review)
